q1	q2	q3	q4	q5	q6	q7	q8	q9	q10	q11	q12	q13	q14	q15	q16	q17	q18	q19	q20	q21	q22	Location	Position	Status	Gender	Comments	PDCPDCProjectID	PDCPDCAppVer	Date	HTTP_USER_AGENT	REMOTE_ADDR	REMOTE_HOST	REMOTE_USER
3	2	4	4	4	3	3	4	3	3	4	4	4	4	5	4	4	4	3	1	2	5	2	2	1	2		Climate	3.00.63	Wed Feb 12 2002 16:54:26	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.156.39	local39-156.campus.pr.erau.edu	
1	1	4	5	5	2	1	5	1	1	2	2	5	5	5	5	5	5	2	1	1	1	1	2	1	2		Climate	3.00.63	Wed Feb 12 2002 17:12:31	Mozilla/4.72 [en] (WinNT; U)	155.31.21.65	node21-65.unnamed.db.erau.edu	
2	2	3	4	3	2	2	2	3	3	3	3	2	4	3	2	3	2	2	2	4	3	2	2	1	2		Climate	3.00.63	Wed Feb 12 2002 17:43:26	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.156.39	local39-156.campus.pr.erau.edu	
2	2	3	4	3	2	2	2	3	3	3	3	2	4	3	2	3	2	2	2	4	3	2	2	1	2		Climate	3.00.63	Wed Feb 12 2002 17:44:16	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.156.39	local39-156.campus.pr.erau.edu	
1	4	4	4	4	3	1	2	3	3	3	4	3	3	2	3	3	2	1	2	2	3	1	2	1	1		Climate	3.00.63	Wed Feb 12 2002 17:56:44	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	155.31.22.210	node22-210.unnamed.db.erau.edu	
2	2	2	3	3	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	1	2		Climate	3.00.63	Wed Feb 12 2002 18:24:02	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.156.39	local39-156.campus.pr.erau.edu	
2	1	3	2	2	2	1	1	2	2	2	2	3	1	1	2	2	2	1	1	1	2	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:37:37	Mozilla/4.72 [en] (WinNT; U)	155.31.230.144	node230-144.unnamed.db.erau.edu	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:38:04	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	155.31.19.148	node19-148.unnamed.db.erau.edu	
2	2	3	4	1	1	1	1	1	2	3	3	3	4	3	2	3	2	1	2	2	2	3	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:38:22	Mozilla/4.51 [en] (WinNT; U)	155.31.11.181	node11-181.unnamed.db.erau.edu	
2	1	2	2	3	2	1	1	1	2	2	2	3	3	3	1	3	2	1	2	1	3	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:38:26	Mozilla/4.0 (compatible; MSIE 5.0; Windows NT)	155.31.21.114	node21-114.unnamed.db.erau.edu	
4	2	5	2	1	1	1	3	3	3	3	3	4	4	3	2	4	2	1	1	1	3	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:38:48	Mozilla/4.72 [en] (WinNT; U)	155.31.71.170	node71-170.unnamed.db.erau.edu	
2	2	2	2	1	1	1	2	3	2	2	2	2	2	3	2	4	2	2	2	2	2	4	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:39:23	Mozilla/4.61 [en] (Win98; U)	63.14.162.218	1cust218.tnt1.pensacola2.fl.da.uu.net	
3	2	2	2	2		2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:39:53	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	155.31.19.165	node19-165.unnamed.db.erau.edu	
2	1	1	1	1		1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:40:17	Mozilla/4.72 [en] (WinNT; U)	155.31.75.37	node75-37.unnamed.db.erau.edu	
3	1	2	2	3	3	1	2	2	2	2	3	4	2	3	4	4	4	1	1	1	3	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:40:18	Mozilla/4.72 [en] (WinNT; U)	155.31.21.12	node21-12.unnamed.db.erau.edu	
2	2	2	2	1	1	1	2	2	2	2	2	2	1	3	2	2	2	1	2	1	1	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:41:06	Mozilla/4.51 [en] (WinNT; U)	155.31.230.187	node230-187.unnamed.db.erau.edu	
2	2	2	4	2	2	2	1	2	3	3	2	2	2	3	3	3	2	1	3	2	2	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:42:17	Mozilla/4.72 [en] (WinNT; U)	155.31.75.130	node75-130.unnamed.db.erau.edu	
2	2	4	2	2	2	1	2	2	2	3	2	2	2	3	2	4	2	1	1	1	2	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:42:20	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	155.31.248.78	node248-78.infotech.db.erau.edu	
2	3	4	3	2	2	2	3	4		4					3		2	2	3	3	4	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:42:28	Mozilla/4.0 (compatible; MSIE 5.0; Windows NT; DigExt)	155.31.22.245	node22-245.unnamed.db.erau.edu	
3	2	2	5	4	2	3	3	2	3	4	3	2	5	5	4	4	4	2	2	2	2	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:43:43	Mozilla/4.51 [en] (WinNT; U)	155.31.20.222	node20-222.unnamed.db.erau.edu	
4	4	4	3	2	2	3	4	3	4	4	4	4	3	3	4	3	4	3	5	3	5	1	2	1	2	 What do you mean by "underrepresented" groups? why don't you just say minorities      which is what you actually mean. As far as I see you should be more concerned with putting in QUALIFIED personnel into management instead of filling quotas just to look good.            I also believe these surveys are just a means to justify a position created for the person to do a survey. Just what we need .. more consultants.          	Climate	3.00.63	Thu Feb 13 2002 08:43:54	Mozilla/4.77 [en] (WinNT; U)	155.31.4.151	node4-151.unnamed.db.erau.edu	
1	1	3	3	5	3	1	3	3	2	3	3	4	3	3	3	4	5	3	2	2	3	1	1	1	2		Climate	3.00.63	Thu Feb 13 2002 08:44:26	Mozilla/4.72 [en] (WinNT; U)	155.31.69.179	node69-179.unnamed.db.erau.edu	
1	1	1	2	3	3	1	1	3	2	4	2	3	3	3	4	3	4	1	1	1	1	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:44:26	Mozilla/4.76 [en] (WinNT; U)	155.31.24.206	node24-206.unnamed.db.erau.edu	
4	3	3	2	3	3	2	2	3	3	3	3	4	3	3	3	4	3	3	2	2	3	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:44:38	Mozilla/4.51 [en] (WinNT; U)	155.31.24.204	node24-204.unnamed.db.erau.edu	
4	2	2	3	1	3	2	2	3	3	3	3	4	3	3	2	3	2	2	2	1	3	1	2	1	2	I have not been a staff member of the university for too long but I have noticed that the computers we are given to do our job are old and outdated and crash often.  The university spends lots of money upgrading the computers and putting in new computers for the students to use.  It would be nice if some of the new computers that come into the school could be given to the different departments for the staff to use.	Climate	3.00.63	Thu Feb 13 2002 08:45:02	Mozilla/4.76 [en] (WinNT; U)	155.31.21.175	node21-175.unnamed.db.erau.edu	
4	2	4	3	1	1	2	4	2	3	3	3	4	4	4	1	4	4	2	2	3	3	1	2	1	1	I believe it is time to stop expanding the house and improve the living conditions at home.  There are employees who need and deserve salary increases      there is equipment outdated and          sub-standard for a technical University and there are students          that deserve more assistance from the University when cost is           continuily increased.                     One of the things that keeps the University so well thought of          is the caring Staff and Faculty.  Improve within.            	Climate	3.00.63	Thu Feb 13 2002 08:45:12	Mozilla/4.51 [en] (WinNT; U)	155.31.21.104	node21-104.unnamed.db.erau.edu	
1	1	2	1	1	1	2	5	2	2	3	3	5	5	2	2	3	2	1	1	1	1	1	2	1			Climate	3.00.63	Thu Feb 13 2002 08:45:39	Mozilla/4.76 [en] (WinNT; U)	155.31.20.189	node20-189.unnamed.db.erau.edu	
2	2	2	2	2	2	2	3	3	2	3	3	4	3	4	3	4	2	2	2	2	2	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:45:53	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; Q312461)	155.31.248.152	node248-152.infotech.db.erau.edu	
3	1	4	2	1	1	1	2	3	3	3	3	5	4	3	2	4	2	1	2	1	3	1	1	1	2		Climate	3.00.63	Thu Feb 13 2002 08:46:04	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)	65.35.89.236	65.35.89.236.ormondbeach-ubr-a.cfl.rr.com	
2	2	2	2	2	3	1	2	2	3	2	3	3	3	2	2	2	2	1	2	2	2	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:46:15	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)	155.31.4.138	node4-138.unnamed.db.erau.edu	
3	4	4	5	5	3	2	2	2		2	2	3	2	2	4	3	3	3	2	1	1	1	2	1	1	I think a survey should be done for each department so that upper management knows what is going on in each area.  They need to know if the employees are happy and to research any problem areas.  They are not in these departments enough to know what is going on they only hear from the management of each department. There needs to be more open communication between upper management and the staff of each department. We need to work as teams. Victories are won by teams not individuals......	Climate	3.00.63	Thu Feb 13 2002 08:46:56	Mozilla/4.51 [en] (WinNT; U)	155.31.22.136	node22-136.unnamed.db.erau.edu	
2	3	3	4	1	1	2	3	3	2	3	3	3	4	4	4	4	2	2	2	2	4	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:48:04	Mozilla/4.72 [en] (WinNT; U)	155.31.70.231	node70-231.unnamed.db.erau.edu	
1	4	4	3	3	2	3	4	2	3	3	3	3	3	5	4	4	4	2	2	3	4	1	2	1	1	Very concerned about the university      I'm afraid a layoff is coming.  Too much money is being spent on frivilous things and activities.   A conservative approach is not being taken toward spending.  There is much distrust and anxiety among staff toward the administration.  Staff do not have an advocate - they are at the mercy of the administration.  Do not feel everyone has an equal chance to apply for jobs - many are never advertised.  It appears special jobs are created for special people.  The atmosphere at ERAU is not good - people are fearful.	Climate	3.00.63	Thu Feb 13 2002 08:48:49	Mozilla/4.51 [en] (WinNT; U)	155.31.21.181	node21-181.unnamed.db.erau.edu	
2	2	4	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	3	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:49:02	Mozilla/4.76 [en] (WinNT; U)	155.31.21.113	node21-113.unnamed.db.erau.edu	
2	1	1	2	1		1	1	1	1	2	2	2		1	2	3	2	1	2	1	1	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:49:34	Mozilla/4.51 [en] (WinNT; U)	155.31.230.229	node230-229.unnamed.db.erau.edu	
4	2	4	2	1	1	2	4	4	4	3	3	4	2	4	5	5	4	3	2	2	4	2	1	1	2		Climate	3.00.63	Thu Feb 13 2002 08:49:35	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.155.101	local101-155.campus.pr.erau.edu	
2	2	2	3	1	1	2	3	2	2	2	4	3	3	3	3	3	4	2	2	2	3	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:49:52	Mozilla/4.51 [en] (WinNT; U)	155.31.22.150	node22-150.unnamed.db.erau.edu	
4	3	4	2	3	3	2	3	3	3	3	3	4	2	3	3	4	4	2	2	2	3	2	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:51:20	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; Q312461)	206.207.155.25	huh.pr.erau.edu	
1	1	3	3	2	2	1	2	2	1	2	2	3	2	3	2	3	2	1	2	2	3	3	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:52:14	Mozilla/4.51 [en] (WinNT; U)	155.31.11.186	node11-186.unnamed.db.erau.edu	
3	2	2	3	2	3	2	1	1	3	2	3	3	3	3	3	3	2	1	2	1	3	1	2	1	1	Yearly raises should be regular and at least 5% based upon job performance	Climate	3.00.63	Thu Feb 13 2002 08:52:59	Mozilla/4.72 [en] (WinNT; U)	155.31.21.138	node21-138.unnamed.db.erau.edu	
4	1	4	2	2	1	2	2	2	2	2	2	3	4	1	2	4	2	2	1	1	1	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:53:06	Mozilla/4.72 [en] (WinNT; U)	155.31.20.170	node20-170.unnamed.db.erau.edu	
2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	3		1	1	1	2	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:54:07	Mozilla/4.78 [en] (Win98; U)	216.97.214.85	216-97-214-085.ppp.mpinet.net	
3	2	2	2	2	4	2	3	3	2	4	4	4	2	2	4	4	3	2	1	1	4	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:54:56	Mozilla/4.72 [en] (WinNT; U)	155.31.23.191	node23-191.unnamed.db.erau.edu	
5	5	3	4	5	4	2	3	3	4	3	4	5	4	2	4	5	2	3	1	1	1	1	1	1	2	The diessel engine project has cost the University a huge  amount of money without obtaining significant benefits for the University.	Climate	3.00.63	Thu Feb 13 2002 08:54:59	Mozilla/4.72 [en] (WinNT; U)	155.31.70.223	node70-223.unnamed.db.erau.edu	
2	1	4	2	1	3	1	1	1	1	2	3	3	4	3	3	4	2	1	2	2	3	1	2	1	2	17. While continued efforts are being made to help improve the communication between campuses      there appears to be a long way to go for the communications process to be considered effective between campuses.  This problem also seems to continually exists between departments across campuses as well as between administration and departments.  The issue doesn't seem to be mechanical but rather just a matter of physically opening up those line of communication and building the trust among faculty and staff.                    22.  I feel that if properly handled      the climate survey can be an effective tool to help influence those decisions.  Whether that indeed is put into practice remains to be seen at this point in time.	Climate	3.00.63	Thu Feb 13 2002 08:55:13	Mozilla/4.0 (compatible; MSIE 5.0; Windows NT)	155.31.230.142	node230-142.unnamed.db.erau.edu	
2	2	2	2	3	4	2	2	2	2	2	2	2	2	2	2	4	4	2	3	3	3	2	1	1	2		Climate	3.00.63	Thu Feb 13 2002 08:55:14	Mozilla/4.7 [en] (WinNT; I)	206.207.155.103	local103-155.campus.pr.erau.edu	
2	2	4	2	3	2	2	3	2	2	2	2	4	2	3	2	3	2	2	3	2	3	3	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:56:06	Mozilla/4.51 [en] (WinNT; U)	155.31.130.212	node130-212.unnamed.db.erau.edu	
4	2	4	4	2	2	4	4	4	2	3	3	4	4	3	4	3	4	2	2	3	4	1	2	1	2	Too much emphasis placed on image and perception.          Too little paid to substance.                      Examples:          Diversity and Multi-Culturalism appear to be high priorities      but returning to quality instead of quantity is ignored.	Climate	3.00.63	Thu Feb 13 2002 08:57:34	Mozilla/4.72 [en] (WinNT; U)	155.31.20.169	node20-169.unnamed.db.erau.edu	
4	1	2	2	1	1	1	2	2	2	2	2	2	1	3	2	2	2	1	1	1	1	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 08:57:43	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	155.31.20.161	node20-161.unnamed.db.erau.edu	
4	2	3	2	2	2	2	3	3	2	3	2	4	4	3	2	3	3	2	1	2	3	2	2	1	1		Climate	3.00.63	Thu Feb 13 2002 08:59:33	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.155.109	local109-155.campus.pr.erau.edu	
2	4	2	2	3	4	2	2	3	3	3	4	4	5	5	4	3	5	2	1	2	2	1	2	1	1	I believe that the workplace can be improved so much with one thing: COMMUNICATION!!  There are far too many departments that still give students the "Riddle Run-around"!  It is so easy to pick up the phone and call another department and ask a question for a student or even have them ask the question instead of making the student run all over campus because its "not my job".                    And it happens to staff members as well!  We show no respect for other departments (flight gets the worst rap!) and it is crazy!                    We should have some type of forum to bring the departments together and ask the simple question: "what does your department do?"  That is not hard and I believe it would be a great way for all departments to understand what each one does and maybe respect them more.  Even if it is just a way to introduce each other at least we are doing something.                    The only time we see everyone is at the Christmas party and even then      most people don't even know who Dr. Ebbs is!  What is wrong with this picture?                    If we want to make this a better place for students      we need to start with our own faculty and staff!  Most people can tell that there are unhappy employess here for whatever reason.                    Make this a better place for everyone and I promise you will find a happier university overall!  And that starts with communication.                    Thank you.	Climate	3.00.63	Thu Feb 13 2002 09:00:59	Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:0.9.2) Gecko/20010726 Netscape6/6.1	155.31.20.228	node20-228.unnamed.db.erau.edu	
4	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	1	2	1	1	Question 1:  Lack of in-house advanced software training in Microsoft applications such as Access delay the automation/conversion of databases such as Lotus Approach.  	Climate	3.00.63	Thu Feb 13 2002 09:02:49	Mozilla/4.51 [en] (WinNT; U)	155.31.25.138	node25-138.unnamed.db.erau.edu	
2	2	2	2	3	4	3	4	4	5	4	3	5	4	2	3	3	4	3	2	4	5	1	2	1	2	I know many of my co-workers did not respond to this online survey simply because it is very easy to identify which computer filled out the survey.  You may have lost some valuable input that way.	Climate	3.00.63	Thu Feb 13 2002 09:05:20	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)	155.31.69.162	node69-162.unnamed.db.erau.edu	
2	2	2	2	2	2	2	3	2	2	2	2	3	2	3	2	2	2	2	2	2	2	1	2	1	1	There are concers amoung the work force that the University has become "Top Heavy" (Executive staff and reinstitution of the Chancellors) along with excessive spending at that level (jet      etc.)  I encourage them to wait and see the long term benefits.  I hope I am not proven wrong.  	Climate	3.00.63	Thu Feb 13 2002 09:05:49	Mozilla/4.72 [en] (WinNT; U)	155.31.130.191	node130-191.unnamed.db.erau.edu	
2	2	2	2	3	2	2	2	3	2	3	3	2	3	3	2	3	2	1	2	2	3	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:07:16	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	155.31.235.188	node235-188.acad.db.erau.edu	
2	2	3	2	4		2	2	2	3	3			3	3	2	3	3	2	2	2	2	3	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:08:21	Mozilla/4.51 [en] (WinNT; U)	155.31.11.31	node11-31.unnamed.db.erau.edu	
2	1	1	4	3	2	1	3	2	3	4	3	3	4	4	2	3	4	1	3	4	2	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:14:26	Mozilla/4.51 [en] (WinNT; U)	155.31.21.133	node21-133.unnamed.db.erau.edu	
2	2	3	2	2	2	1	2	2	2	3	3	3	2	2	2	2	2	2	1	1	1	1	2	1	2	Keep up the good work. Go Eagles	Climate	3.00.63	Thu Feb 13 2002 09:15:04	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 4.0)	155.31.19.105	node19-105.unnamed.db.erau.edu	
3	4	4	2	2	2	1	2	3	3	2	3	4		2	2	3	3	2	2	1	3	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:15:31	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)	155.31.25.230	node25-230.unnamed.db.erau.edu	
4	3	3	2	1	1	5	5	5	5	5	3	4	4	4	4	5	4	3	1	4	4	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:15:54	Mozilla/4.51 [en] (WinNT; U)	155.31.21.93	node21-93.unnamed.db.erau.edu	
2	4	4	3	2	2	1	1	1	2	2	2		4	3	3	3	3	2	1		2	3	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:17:04	Mozilla/4.51 [en] (WinNT; U)	155.31.11.37	node11-37.unnamed.db.erau.edu	
2	2	4	2	2	1	1	2	2	1	2	1	2	2	2	2	4	2	2	1	1	1	1	1	1	2		Climate	3.00.63	Thu Feb 13 2002 09:18:15	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	155.31.16.118	node16-118.unnamed.db.erau.edu	
2	2	2	5	2	5	1	3	2	2	2	2	4	2	2	2	5	4	3	1	1	4	4	1	1	2	Tenure and promotion for Extended Campus faculty are excessively politically bound and under tight wraps.  The four or five "first-hired" full time EC faculty currently head all important committees      have tight control of all important key faculty appointments      and tightly control all EC faculty matters      to the detriment of faculty growth and job satisfaction.  Most of the remaining faculty languish in the malaise of this situation      and have motivationally withdrawn from full participation in faculty matters      where their opinion and input absolutely do not matter.  Particularly disturbing are the twice a year faculty senate meetings      where it is painfully obvious that consensus was reached prior to the meeting by the power brokers      and the resultant meeting is a sham that insults faculty intelligence.  Many of the faculty remain in hopes that they will be invited to the retirement party for their senior colleagues.	Climate	3.00.63	Thu Feb 13 2002 09:19:20	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)	63.14.195.229	1cust229.tnt4.phoenix.az.da.uu.net	
2	1	4	4	2	1	2	5	4	4	4	3	5	4	3	3	4	4	3	2	2	3	1	1	1	2		Climate	3.00.63	Thu Feb 13 2002 09:19:31	Mozilla/4.77 [en] (Windows NT 5.0; U)	66.157.196.78	adsl-157-196-78.dab.bellsouth.net	
2			1	1		1									1				2	1		4	2	1	1	I have been employed by the university for just over 1 month      therefore I feel I cannot answer all of the questions fairly. 	Climate	3.00.63	Thu Feb 13 2002 09:19:54	Mozilla/4.0 (compatible; MSIE 5.0; Windows NT)	155.31.130.210	node130-210.unnamed.db.erau.edu	
1	4	2	1	5	4	2	4	4	2	4	2	3	5	5	3	5	3	2	1	1	4	2	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:20:21	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.155.128	local128-155.campus.pr.erau.edu	
1	2	3	3	2	1	1	2	3	3	4	4	2	2	3	2	2	2	2	2	2	3	4	2	1	2		Climate	3.00.63	Thu Feb 13 2002 09:24:53	Mozilla/4.61 [en] (Win98; U)	216.135.74.90	pm3a-90.rad.bluegrass.net	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	Ebry-Riddle is a model employer; I love working here!	Climate	3.00.63	Thu Feb 13 2002 09:25:19	Mozilla/4.0 (compatible; MSIE 5.0; Windows NT)	155.31.130.250	node130-250.unnamed.db.erau.edu	
2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	3	2	2	2	2	2	3	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:25:31	Mozilla/4.72 [en] (WinNT; U)	155.31.11.158	node11-158.unnamed.db.erau.edu	
2	1	1	1	1	1	2	2	2	2	2	2	4	4	3	2	3	2	1	1	2	3	1	2	1	2	On responces that I have indicated as neutral      I am unclear to their content or I have not been informed.	Climate	3.00.63	Thu Feb 13 2002 09:25:58	Mozilla/4.08 [en] (WinNT; I ;Nav)	155.31.75.205	node75-205.unnamed.db.erau.edu	
4	4	4	2	2	2	2	2	3	2	3	4	4	4	2	2	4	4	2	2	2	4	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:26:42	Mozilla/4.72 (Macintosh; I; PPC)	155.31.21.143	node21-143.unnamed.db.erau.edu	
2	2	4	1	2	1	1	2	2	2	2	4	3	2	4	2	2	4	1	1	2	4	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:27:47	Mozilla/4.76 [en] (WinNT; U)	155.31.25.236	node25-236.unnamed.db.erau.edu	
2	3	3	1	2	2	1	1	3	1	3	3	2	2	2	2	2	2	1	1	1	2	2	1	1	2		Climate	3.00.63	Thu Feb 13 2002 09:28:22	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.124	local124-155.campus.pr.erau.edu	
2	2	2	2	3	3	1	2	3	3	3	3		2	3	2	2	2	2	2	2	2	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:31:01	Mozilla/4.51 [en] (WinNT; U)	155.31.230.118	node230-118.unnamed.db.erau.edu	
2	2	1	1	1	2	1	1	2	1	1	1	1	2		1	2	1	1	2	2	2	4	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:31:39	Mozilla/4.72 [en] (Win98; U)	64.243.58.12	pm05012.intellisys.net	
2	3	2	2	3	3	2	2	3	3	3	3	4	3	3	2	3	2	2	2	2	3	2	2	1	2		Climate	3.00.63	Thu Feb 13 2002 09:33:37	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)	198.60.3.254		
2	2	5	2	1	1	2	4	2	2	5	5	5	5	5	2	5	2	2	2	2	4	1	1	1	2		Climate	3.00.63	Thu Feb 13 2002 09:34:22	Mozilla/4.51 [en] (WinNT; U)	155.31.129.219	node129-219.unnamed.db.erau.edu	
3	4	4	4	4	4	1	3	4	4	4	4	4	3	4	4	4	4	3	2	3		1	1	1	2	Lots of distrust due to broken promises from Chancellor in the past.  Current Dept Chair speaks out of both sides of his mouth so no trust there.  ERAU should be ran like a business.  In the summer when student enrollment is down      businesses that operate on campus like food service/book store/(and faculty) reduce their staff numbers or reassign to another project. ERAU staff should better utilize departments during the summer that have little or no business. For example counseling department/Career Services and possibly financial aide should be cross trained to work with corporate giving/alumni affairs and actually do something productive besides play computer games. Granted it isn't their fault that they have so few students during the summer but a real business would utilize unutilized resources in other areas during "seasonal" times.  By the way      CCC needs some experience in there - I've spent an inordinate amount of time helping students with resumes as the students feel CCC has no industry experience.  I understand CCC is pretty much alumni.  One worked selling makeup     other came from a bakery and still another walked off the baseketball court into a job creating resumes.  No wonder the students are frustrated and depend on faculty for career guidance. Also      for a school this size      those offices seem "too fat" with people.  What is the industry average for a school this size for CCC/Counseling?              Why isn't staff managed like a business and the faculty side of this "one university?"               	Climate	3.00.63	Thu Feb 13 2002 09:35:23	Mozilla/4.76 [en] (WinNT; U)	155.31.16.172	node16-172.unnamed.db.erau.edu	
4	2	5	3	2	2	4	5	4	3	4	4	5	4	5	2	5	4	2	1	1	4	1	1	1	1		Climate	3.00.63	Thu Feb 13 2002 09:36:35	Mozilla/4.7 [en] (Win95; I)	209.208.84.159	jcvmflifn-as-1-ip-32.atlantic.net	
1	2	2	1	1	1	1	1	3	2	3	2	3	2	2	1	1	2	1	3	1	3	4	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:37:50	Mozilla/4.75 [en] (Win98; U)	64.243.58.46	pm05046.intellisys.net	
5	4	5	2	4	4	2	3	5	4	5	4	5	5	1	2	5	2	2	2	5	2	1	1	1	1	The strategic planning does not seem to be related to anything concrete that I can see.  Please tie it to the budgeting process.  We've asked for $      operational budget      people      facilties      etc.      for years and the answer never comes back.  I feel like all this work in stratetic planning does not go anywhere.  Assessment planning is a huge source of confusion.  We can't measure flight hours      etc.      and all the assessment we come up with can be directly manipulated by us to make it look good.            If we are offering more $ to incoming new positions in order to attract the right and best people      how soon will the existing faculty/staff be rewarded for their status.                      	Climate	3.00.63	Thu Feb 13 2002 09:38:45	Mozilla/4.76 [en] (WinNT; U)	155.31.71.206	node71-206.unnamed.db.erau.edu	
3	1	2	3	2	2	1	3	3	3	3	3	3	2	3	2	3	2	2	1	1	3	4	1	2	2	Vast majority of the questions seemed to be for faculty at the campuses ?	Climate	3.00.63	Thu Feb 13 2002 09:39:34	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; T312461)	198.49.236.18	nomifw.nomi.med.navy.mil	
2	3	2	2	3	2	2	2	2	3	3	3	3	3	3	2	3	3	2	3	3	3	1	2	1	1		Climate	3.00.63	Thu Feb 13 2002 09:39:48	Mozilla/4.51 [en] (WinNT; U)	155.31.23.114	node23-114.unnamed.db.erau.edu	
1	2	2	1	1	1	1	3	4	2	2	2	4	2	2	1	2	1	1	1	1	2	3	2	1	2	Resources      both financial and infrastructure could be moer effectively and efficiently allocated.	Climate	3.00.63	Thu Feb 13 2002 09:41:16	Mozilla/4.05 [en] (Win95; I)	155.31.11.35	node11-35.unnamed.db.erau.edu	
